City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Kutum,SD,14.2,24.6667,88.23,10,17,10.56,few clouds
343,Vilyuysk,RU,63.7553,121.6247,36.41,85,95,10.49,overcast clouds
344,Akureyri,IS,65.6835,-18.0878,28.33,50,0,5.75,clear sky
345,Taoudenni,ML,22.6783,-3.9836,102.43,5,0,7.16,clear sky
346,Padang,ID,-0.9492,100.3543,81.63,84,91,0.6,overcast clouds
347,Ayr,GB,55.4627,-4.6339,53.58,94,75,8.05,light rain
348,Aitape,PG,-3.1374,142.3475,80.65,83,76,3.11,broken clouds
349,Kosa,RU,59.9445,54.9977,41.32,88,100,4.29,overcast clouds
350,Payo,ID,-3.7508,103.6372,78.91,93,83,2.17,broken clouds
351,Liepaja,LV,56.5419,21.0367,48.18,46,0,13.8,clear sky
352,Aykhal,RU,66.0,111.5,33.1,99,100,22.39,snow
353,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,84,100,3.83,overcast clouds
354,Gambela,ET,8.25,34.5833,81.68,63,100,3.4,overcast clouds
355,Mount Gambier,AU,-37.8333,140.7667,53.73,95,26,3.11,scattered clouds
356,Taywarah,AF,33.35,64.4167,64.08,16,54,7.45,broken clouds
357,Radhanpur,IN,23.8333,71.6,92.52,25,17,12.03,few clouds
358,Auki,SB,-8.7676,160.7034,79.21,88,14,5.93,few clouds
359,Dombarovskiy,RU,50.7587,59.5386,70.56,28,1,8.52,clear sky
360,Dingle,PH,10.9995,122.6711,83.5,71,100,8.12,overcast clouds
361,Orotukan,RU,62.2667,151.7,15.22,96,53,3.98,broken clouds
362,Sebrovo,RU,50.0981,43.2976,71.76,53,98,13.91,overcast clouds
363,Zolotukhino,RU,52.0842,36.3772,45.07,94,100,15.43,overcast clouds
364,Ban Nahin,LA,18.2418,104.2122,82.56,70,97,3.58,overcast clouds
365,La Tijera,MX,19.9,-104.4,52.38,44,11,2.77,few clouds
366,Tyup,KG,42.7276,78.3648,60.73,41,77,4.63,broken clouds
367,Tessalit,ML,20.1986,1.0114,100.22,5,19,1.97,few clouds
368,Yanliang,CN,34.6592,109.2292,81.59,30,0,7.81,clear sky
369,Cartagena Del Chaira,CO,1.3349,-74.8429,69.53,98,100,1.63,overcast clouds
370,Alta Floresta,BR,-9.8756,-56.0861,70.32,97,67,0.72,broken clouds
371,Benguela,AO,-12.5763,13.4055,84.49,63,100,3.85,overcast clouds
372,Anadyr,RU,64.75,177.4833,7.3,85,0,8.95,clear sky
373,Turan,VN,16.0678,108.2208,78.78,89,75,9.22,broken clouds
374,Buritama,BR,-21.0661,-50.1472,60.28,87,0,5.23,clear sky
375,Rudbar,AF,30.15,62.6,93.24,17,34,3.33,scattered clouds
376,Byron Bay,AU,-28.65,153.6167,65.71,80,91,8.68,overcast clouds
377,Alamosa,US,37.4695,-105.87,37.38,52,0,5.75,clear sky
378,Pando,UY,-34.7167,-55.95,66.88,88,0,8.05,clear sky
379,Curillo,CO,1.0333,-75.9191,71.17,95,98,1.28,overcast clouds
380,Nyurba,RU,63.2842,118.3319,36.95,96,100,10.13,overcast clouds
381,Camapua,BR,-19.5314,-54.0439,65.41,89,0,3.6,clear sky
382,Grandview,US,38.8858,-94.533,47.46,70,0,5.75,clear sky
383,The Pas,CA,53.8251,-101.2541,32.02,93,0,5.75,clear sky
384,Berlevag,NO,70.8578,29.0864,39.15,60,20,16.11,few clouds
385,Ayan,RU,56.45,138.1667,25.65,91,40,6.78,scattered clouds
386,Carutapera,BR,-1.195,-46.02,77.2,91,81,3.94,broken clouds
387,Gamboma,CG,-1.8764,15.8644,81.73,65,100,1.68,overcast clouds
388,Lorengau,PG,-2.0226,147.2712,82.17,78,100,4.92,overcast clouds
389,Itoman,JP,26.1247,127.6694,74.17,78,75,13.8,broken clouds
390,Meadow Lake,US,34.8014,-106.5436,60.12,27,0,7.38,clear sky
391,Monrovia,LR,6.3005,-10.7969,84.02,73,29,7.09,scattered clouds
392,Ardakan,IR,32.31,54.0175,89.02,11,1,7.09,clear sky
393,Alofi,NU,-19.0595,-169.9187,75.09,83,99,6.91,overcast clouds
394,Ishigaki,JP,24.3448,124.1572,71.73,94,75,16.11,broken clouds
395,Ventspils,LV,57.3894,21.5606,46.33,61,0,14.97,clear sky
396,Marzuq,YE,14.4,46.4667,85.71,34,79,10.11,broken clouds
397,Dole,FR,47.0833,5.5,62.49,82,75,8.05,broken clouds
398,Aldan,RU,58.6031,125.3894,36.43,89,90,5.44,overcast clouds
399,Ajdabiya,LY,30.7554,20.2263,76.26,23,0,4.81,clear sky
400,Sovetskiy,RU,61.3614,63.5842,42.17,38,100,6.6,overcast clouds
401,Ballina,AU,-28.8667,153.5667,65.79,78,94,7.94,overcast clouds
402,Atbasar,KZ,51.8,68.3333,61.03,19,9,8.88,clear sky
403,Atar,MR,20.5169,-13.0499,89.65,19,0,6.91,clear sky
404,Zhuhai,CN,22.2769,113.5678,82.11,69,20,6.91,few clouds
405,Bato,PH,13.3528,123.3677,81.95,79,100,3.36,overcast clouds
406,Tautira,PF,-17.7333,-149.15,81.19,82,65,9.01,light rain
407,Nizwa,OM,22.9333,57.5333,95.41,13,0,6.22,clear sky
408,Filadelfia,US,39.9523,-75.1638,54.88,92,100,8.05,mist
409,Lincoln,US,40.8,-96.667,45.12,66,0,12.66,clear sky
410,Makushino,RU,55.2103,67.2442,54.32,32,99,9.82,overcast clouds
411,Ipswich,GB,52.0592,1.1555,60.4,67,98,10.36,overcast clouds
412,Raudeberg,NO,61.9875,5.1352,38.95,68,100,18.28,overcast clouds
413,Te Anau,NZ,-45.4167,167.7167,51.46,91,91,1.7,overcast clouds
414,Tecoanapa,MX,16.5167,-98.75,73.36,81,33,3.22,scattered clouds
415,Quiindy,PY,-25.9667,-57.2667,66.94,85,0,8.46,clear sky
416,Skeldon,GY,5.8833,-57.1333,74.75,92,96,5.08,overcast clouds
417,Nikolsk,RU,53.7189,46.0712,69.15,52,100,13.15,overcast clouds
418,Mamallapuram,IN,12.6264,80.1722,95.05,64,93,11.86,overcast clouds
419,Luba,GQ,3.4568,8.5547,89.49,76,98,4.07,overcast clouds
420,Pokhara,NP,28.2333,83.9833,64.15,81,100,2.66,light rain
421,Yuncheng,CN,35.0231,110.9928,77.92,21,0,2.82,clear sky
422,Adrar,MR,20.5022,-10.0711,95.34,5,0,14.88,clear sky
423,Itupiranga,BR,-5.1347,-49.3267,73.72,97,72,1.83,broken clouds
424,Camacha,PT,33.0833,-16.3333,67.42,78,20,10.36,few clouds
425,Eureka,US,40.8021,-124.1637,52.75,95,21,1.99,few clouds
426,Akcakoca,TR,41.0866,31.1162,57.79,61,88,8.75,overcast clouds
427,Mutoko,ZW,-17.397,32.2268,79.43,20,7,4.23,clear sky
428,Devils Lake,US,48.1128,-98.8651,33.94,88,0,16.11,clear sky
429,Middle Island,US,40.8843,-72.9373,51.96,97,100,10.36,mist
430,Coari,BR,-4.085,-63.1414,73.85,97,100,1.52,overcast clouds
431,Henties Bay,NA,-22.116,14.2845,65.03,70,6,7.74,clear sky
432,Poshekhonye,RU,58.4993,39.1353,52.57,43,93,5.73,overcast clouds
433,Bac Lieu,VN,9.285,105.7244,87.04,64,100,13.69,overcast clouds
434,Balikpapan,ID,-1.2675,116.8289,79.79,94,97,2.3,overcast clouds
435,Laguna,US,38.421,-121.4238,62.78,74,0,8.05,clear sky
436,Korla,CN,41.7597,86.1469,80.24,8,69,20.67,broken clouds
437,Riyadh,SA,24.6877,46.7219,95.14,8,6,11.63,clear sky
438,Ahipara,NZ,-35.1667,173.1667,66.92,90,51,13.15,broken clouds
439,Pemangkat,ID,1.1667,108.9667,83.68,74,80,5.64,light rain
440,Luan,CH,46.3592,6.9759,52.56,87,100,5.01,overcast clouds
441,Lodingen,NO,68.414,15.9951,41.14,88,100,16.13,overcast clouds
442,Abalak,RU,58.1286,68.5944,45.59,38,99,9.31,overcast clouds
443,Gobabis,NA,-22.45,18.9667,84.07,24,14,9.69,few clouds
444,Marsh Harbour,BS,26.5412,-77.0636,77.76,84,58,24.47,broken clouds
445,Esmeraldas,BR,-19.7625,-44.3139,68.86,93,0,3.4,clear sky
446,Namatanai,PG,-3.6667,152.4333,81.41,82,68,9.35,light rain
447,Hambantota,LK,6.1241,81.1185,88.14,79,20,6.91,few clouds
448,Shar,KZ,49.5886,81.0453,56.23,23,8,20.92,clear sky
449,Maturin,VE,9.75,-63.1767,75.04,100,82,3.44,broken clouds
450,Bathsheba,BB,13.2167,-59.5167,79.41,83,40,8.05,scattered clouds
451,Banyo,CM,6.75,11.8167,85.01,44,64,2.17,broken clouds
452,Naze,JP,28.3667,129.4833,61.72,92,100,7.87,light rain
453,Beaufort,MY,5.3473,115.7455,79.27,92,100,0.49,overcast clouds
454,Phan Thiet,VN,10.9333,108.1,84.79,70,35,14.14,scattered clouds
455,Francavilla Al Mare,IT,42.4206,14.287,62.85,89,100,4.61,overcast clouds
456,Aberdeen,GB,57.1437,-2.0981,47.66,96,100,13.8,light rain
457,Ambanja,MG,-13.6833,48.45,87.73,62,8,5.44,clear sky
458,Chimore,BO,-16.9833,-65.1333,72.77,97,99,0.83,overcast clouds
459,Garowe,SO,8.4054,48.4845,91.98,35,100,1.59,overcast clouds
460,Dullewala,PK,31.8359,71.4362,92.93,21,99,7.38,overcast clouds
461,Beyneu,KZ,45.3167,55.2,91.71,13,76,11.63,broken clouds
462,Kindersley,CA,51.4668,-109.1682,39.22,41,20,12.66,few clouds
463,Nemuro,JP,43.3236,145.575,44.58,98,100,16.42,overcast clouds
464,Bonavista,CA,48.6499,-53.1147,33.17,84,38,23.71,scattered clouds
465,Shimoda,JP,34.6667,138.95,64.11,84,100,19.8,moderate rain
466,Darhan,MN,49.4867,105.9228,70.36,21,97,6.85,overcast clouds
467,Tual,ID,-5.6667,132.75,83.7,73,100,14.29,overcast clouds
468,Kiknur,RU,57.3034,47.2011,54.86,44,99,10.51,overcast clouds
469,Gornopravdinsk,RU,60.05,69.9,41.11,45,24,11.99,few clouds
470,Quepos,CR,9.4236,-84.1652,78.67,78,100,1.9,overcast clouds
471,San Antonio,US,29.4241,-98.4936,59.32,71,0,5.75,clear sky
472,Sestu,IT,39.2943,9.093,69.62,85,40,13.8,scattered clouds
473,Gizo,SB,-8.103,156.8419,83.7,75,61,5.64,light rain
474,May Pen,JM,17.9645,-77.2451,74.88,86,100,2.53,overcast clouds
475,Elmira,US,42.0898,-76.8077,52.68,93,100,5.75,moderate rain
476,Mount Isa,AU,-20.7333,139.5,69.57,28,0,8.05,clear sky
477,Laishevo,RU,55.4046,49.5504,64.62,70,97,14.0,overcast clouds
478,Saint-Pierre,RE,-21.3393,55.4781,82.18,69,0,16.11,light rain
479,Auray,FR,47.6703,-2.9918,63.81,85,95,6.11,overcast clouds
480,Pimentel,PE,-6.8367,-79.9342,77.29,78,0,8.05,light rain
481,Jasper,US,37.2001,-94.3502,43.88,81,0,0.0,clear sky
482,Novoagansk,RU,61.9449,76.6625,30.06,82,100,13.56,overcast clouds
483,Moose Jaw,CA,50.4001,-105.5344,28.65,80,71,1.14,broken clouds
484,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,73,0,9.22,clear sky
485,Velyka Lepetykha,UA,47.1757,33.9436,51.89,85,100,11.7,overcast clouds
486,Severodvinsk,RU,64.5635,39.8302,48.31,70,2,6.91,clear sky
487,Warrnambool,AU,-38.3833,142.4833,54.34,76,96,2.75,overcast clouds
488,Emba,KZ,48.8264,58.1442,77.4,22,2,12.71,clear sky
489,Sault Sainte Marie,CA,46.5168,-84.3333,44.89,100,100,12.66,mist
490,Troitsko-Pechorsk,RU,62.7084,56.1964,32.27,91,100,13.58,snow
491,Yanam,IN,16.7333,82.2167,91.85,47,82,10.04,broken clouds
492,Cabo San Lucas,MX,22.8909,-109.9124,69.62,73,38,12.17,scattered clouds
493,Metro,ID,-5.1131,105.3067,81.68,81,100,4.36,overcast clouds
494,Hamilton,US,39.1834,-84.5333,50.07,90,49,7.0,scattered clouds
495,Lagoa,PT,39.05,-27.9833,60.78,83,26,32.03,scattered clouds
496,Kattivakkam,IN,13.2167,80.3167,95.09,73,59,16.46,broken clouds
497,Awbari,LY,26.5921,12.7805,90.48,12,2,8.88,clear sky
498,Clyde River,CA,70.4692,-68.5914,17.83,93,100,4.61,light snow
499,Westport,US,41.1415,-73.3579,51.94,93,100,11.5,overcast clouds
500,Tank,PK,32.2217,70.3793,91.72,24,80,7.31,broken clouds
501,Stabat,ID,3.761,98.4513,84.07,73,98,3.06,moderate rain
502,Neiafu,TO,-18.65,-173.9833,79.97,75,100,24.0,overcast clouds
503,Dunmore East,IE,52.1514,-6.9861,57.33,82,75,9.22,mist
504,Buin,CL,-33.7333,-70.75,58.73,88,100,4.32,overcast clouds
505,Bayir,TR,37.2687,28.2167,63.12,30,0,7.92,clear sky
506,Luanda,AO,-8.8368,13.2343,87.8,62,75,4.61,broken clouds
507,Zatoka,UA,46.0725,30.4654,47.34,88,100,20.56,light rain
508,Port Macquarie,AU,-31.4333,152.9167,58.89,80,58,4.7,broken clouds
509,Koulikoro,ML,14.0,-7.75,97.07,6,58,10.2,broken clouds
510,Willowmore,ZA,-33.2926,23.4895,60.1,44,1,7.67,clear sky
511,Palembang,ID,-2.9167,104.7458,87.89,66,40,4.61,light rain
512,Kisangani,CD,0.5167,25.2,79.16,83,75,6.91,broken clouds
513,Kudahuvadhoo,MV,2.6708,72.8944,83.77,73,92,10.92,overcast clouds
514,Champerico,GT,14.3,-91.9167,80.91,66,82,4.99,broken clouds
515,Teya,RU,60.3778,92.6267,32.09,82,100,11.54,overcast clouds
516,Wanaka,NZ,-44.7,169.15,51.12,74,100,1.99,overcast clouds
517,Igrim,RU,63.1906,64.4162,33.1,80,11,7.07,few clouds
518,Lisakovsk,KZ,52.5369,62.4936,66.4,22,6,6.69,clear sky
519,Nantucket,US,41.2835,-70.0995,51.94,93,100,20.71,overcast clouds
520,Anchorage,US,61.2181,-149.9003,43.12,63,100,6.91,overcast clouds
521,Cuiluan,CN,47.72,128.648,50.9,37,100,3.49,overcast clouds
522,Eyl,SO,7.9803,49.8164,88.25,63,100,13.18,light rain
523,Lae,PG,-6.7221,146.9847,79.79,84,68,3.4,broken clouds
524,Alagoinha,BR,-6.95,-35.545,76.66,89,97,4.43,overcast clouds
525,Presidente Epitacio,BR,-21.7633,-52.1156,61.47,88,0,5.37,clear sky
526,Kidal,ML,18.4411,1.4078,99.1,8,45,8.05,scattered clouds
527,Panuco,MX,22.05,-98.1667,65.53,56,1,3.62,clear sky
528,Bethanien,NA,-26.502,17.1583,82.87,17,8,12.82,clear sky
529,Rovnoye,RU,50.7765,46.0509,73.76,43,83,16.93,broken clouds
530,Coromandel,BR,-18.4733,-47.2003,62.06,88,0,3.13,clear sky
531,Santarem,BR,-2.4431,-54.7083,75.33,100,40,2.3,scattered clouds
532,Quatre Cocos,MU,-20.2078,57.7625,84.09,70,6,8.5,clear sky
533,Jodhpur,IN,26.2867,73.03,90.75,25,100,11.77,overcast clouds
534,Corbelia,BR,-24.7989,-53.3067,55.15,94,1,4.81,clear sky
535,Grafton,US,42.207,-71.6856,50.02,91,100,8.05,fog
536,Cocorit,MX,27.5833,-109.9667,71.11,37,94,2.01,overcast clouds
537,Okmulgee,US,35.6234,-95.9605,48.09,100,0,10.36,clear sky
538,Paragominas,BR,-2.9667,-47.4833,72.36,98,83,1.5,broken clouds
539,La Ronge,CA,55.1001,-105.2842,28.65,80,0,3.44,clear sky
540,Jumla,NP,29.2747,82.1838,50.4,94,100,2.28,overcast clouds
541,Nabire,ID,-3.3667,135.4833,79.65,86,93,0.76,light rain
542,Lasa,IT,46.6166,10.7002,62.02,71,100,3.65,overcast clouds
543,Majene,ID,-3.5403,118.9707,76.78,87,100,6.22,overcast clouds
544,Kuyanovo,RU,55.8014,54.5372,75.22,29,90,7.87,overcast clouds
545,Northam,GB,51.0333,-4.2167,55.65,94,100,8.52,overcast clouds
546,Mulege,MX,26.8833,-111.9833,73.85,36,100,2.33,overcast clouds
547,Bollnas,SE,61.3482,16.3946,43.81,57,24,12.68,few clouds
548,Nacala,MZ,-14.5428,40.6728,85.03,43,4,8.75,clear sky
549,George,ZA,-33.963,22.4617,63.95,55,0,11.5,clear sky
550,Oxford,GB,51.7522,-1.256,59.76,74,20,12.66,mist
551,Lodja,CD,-3.4833,23.4333,77.68,68,99,1.45,overcast clouds
552,Virginia Beach,US,36.8529,-75.978,67.01,96,100,1.99,overcast clouds
553,Amalapuram,IN,16.5833,82.0167,92.44,46,59,8.86,broken clouds
554,Rosarito,MX,32.3333,-117.0333,58.24,88,98,6.38,overcast clouds
555,Anyksciai,LT,55.5256,25.1026,53.08,48,73,11.07,broken clouds
556,Balabac,PH,7.9868,117.0645,83.57,70,94,11.83,overcast clouds
557,Pimenta Bueno,BR,-11.6725,-61.1936,71.96,95,65,1.97,broken clouds
558,Fort Nelson,CA,58.8053,-122.7002,53.19,60,20,4.61,few clouds
559,Kutahya,TR,39.4242,29.9833,53.82,41,7,8.21,clear sky
560,Panama City,PA,8.9936,-79.5197,80.44,85,100,4.61,overcast clouds
561,Madang,PG,-5.2246,145.7966,79.59,83,55,2.19,broken clouds
562,Kabare,CD,-2.4683,28.8242,71.76,76,79,3.2,light rain
563,Krasnoselkup,RU,65.7,82.4667,29.41,84,32,23.49,scattered clouds
564,Haines Junction,CA,60.7522,-137.5108,35.55,80,100,1.14,overcast clouds
565,Korhogo,CI,9.45,-5.6333,87.06,49,76,9.01,broken clouds
566,Emerald,AU,-23.5333,148.1667,68.4,34,0,8.05,clear sky
567,Primorsk,UA,46.7348,36.3443,55.72,79,100,20.04,light rain
568,Kavieng,PG,-2.5744,150.7967,82.29,80,91,8.28,moderate rain
569,Serenje,ZM,-13.2325,30.2352,74.41,47,72,6.64,broken clouds
570,Hermitage,US,41.2334,-80.4487,52.14,87,100,5.75,overcast clouds
571,Gao,ML,16.6362,1.637,97.54,21,18,11.01,few clouds
572,Kloulklubed,PW,7.0419,134.2556,81.1,74,91,9.95,overcast clouds
573,Broken Hill,AU,-31.95,141.4333,55.94,46,5,4.21,clear sky
574,Sorland,NO,67.667,12.6934,42.66,65,95,18.39,overcast clouds
575,Saint Anthony,US,45.0205,-93.218,41.67,69,100,26.46,overcast clouds
576,Beloha,MG,-25.1667,45.05,84.29,43,31,9.24,scattered clouds
577,Picota,PE,-6.9197,-76.3304,70.56,99,72,0.04,broken clouds
578,Port-Cartier,CA,50.0334,-66.8654,35.28,87,100,4.81,overcast clouds
579,Sur,OM,22.5667,59.5289,88.09,44,0,7.16,clear sky
580,La Asuncion,VE,11.0333,-63.8628,87.53,70,81,13.8,broken clouds
581,Oktyabrskiy,RU,54.4815,53.471,76.26,37,42,8.19,scattered clouds
582,Cururupu,BR,-1.8283,-44.8683,76.48,94,28,1.88,scattered clouds
583,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,87,20,2.3,few clouds
584,Ixtapa,MX,20.7,-105.2,64.85,56,49,2.95,scattered clouds
585,Ancud,CL,-41.8697,-73.8203,44.96,86,57,4.97,light rain
586,Seymchan,RU,62.8833,152.4333,27.66,80,99,2.86,overcast clouds
587,Fort-Shevchenko,KZ,44.5086,50.263,68.43,44,94,15.21,overcast clouds
588,Kawalu,ID,-7.3817,108.2082,78.01,91,91,3.38,overcast clouds
589,Tucurui,BR,-3.7661,-49.6725,73.56,97,99,2.24,overcast clouds
590,Lazaro Cardenas,MX,17.9583,-102.2,71.13,80,4,4.5,clear sky
591,Kemin,KG,42.7846,75.6892,68.47,37,43,3.91,scattered clouds
592,Benton Harbor,US,42.1167,-86.4542,43.11,80,40,11.5,scattered clouds
593,Luang Prabang,LA,19.8856,102.1347,92.8,41,50,2.66,scattered clouds
594,Ayacucho,PE,-13.1583,-74.2239,49.62,84,15,1.21,few clouds
595,Sharlyk,RU,52.9167,54.75,75.18,36,5,17.11,clear sky
596,Puerto Colombia,CO,10.9878,-74.9547,80.69,86,100,7.99,light rain
597,Kaukauna,US,44.278,-88.272,37.38,91,100,12.66,overcast clouds
598,Solwezi,ZM,-12.1688,26.3894,74.79,45,100,3.85,overcast clouds
599,Parelhas,BR,-6.6878,-36.6575,78.13,72,83,11.65,broken clouds
600,Cockburn Town,TC,21.4612,-71.1419,78.69,77,79,16.06,broken clouds
601,Gasa,PS,31.5,34.4667,68.88,53,76,14.32,broken clouds
602,Basco,PH,20.4487,121.9702,80.92,84,70,9.93,broken clouds
603,Posse,BR,-14.0931,-46.3694,70.95,69,83,2.95,light rain
604,Mouila,GA,-1.8685,11.0559,81.5,77,98,3.15,overcast clouds
605,Stornoway,GB,58.2093,-6.3865,49.96,90,100,4.61,overcast clouds
606,Minab,IR,27.1467,57.0801,91.99,30,0,13.58,clear sky
607,Stromness,GB,58.965,-3.296,45.88,90,100,14.0,overcast clouds
608,Narsaq,GL,60.9167,-46.05,37.62,62,0,8.21,clear sky
609,Sarangani,PH,5.4033,125.4636,83.32,73,91,4.72,overcast clouds
610,Vostok,RU,46.4856,135.8833,34.0,99,100,0.89,light snow
611,Shelburne,CA,44.0787,-80.2041,47.12,98,96,8.86,light rain
612,San Buenaventura,MX,27.0833,-101.5333,65.48,30,0,0.98,clear sky
613,Labuan,MY,5.2767,115.2417,80.96,83,20,1.14,thunderstorm
614,Pochinok,RU,54.4068,32.4407,53.71,43,100,4.41,overcast clouds
615,Puerto Escondido,MX,15.85,-97.0667,77.59,71,41,3.87,scattered clouds
616,Anjad,IN,22.0333,75.05,92.82,31,29,6.78,scattered clouds
617,Pabna,BD,24.0,89.25,98.31,28,68,6.76,broken clouds
618,Hervey Bay,AU,-25.2986,152.8535,72.59,77,35,5.99,scattered clouds
619,Honiara,SB,-9.4333,159.95,79.39,89,49,7.11,scattered clouds
620,Kitoy,RU,52.6,103.9,67.08,75,100,11.7,overcast clouds
621,Ust-Nera,RU,64.5667,143.2,23.74,96,72,1.74,broken clouds
622,Chama,CH,47.1821,8.4636,59.68,79,100,1.99,overcast clouds
623,Jimenez,MX,28.3333,-105.4,60.35,19,4,6.51,clear sky
624,Pastavy,BY,55.1168,26.8326,44.06,92,99,7.07,light rain
625,Namibe,AO,-15.1961,12.1522,80.85,73,33,6.58,scattered clouds
626,Ust-Barguzin,RU,53.45,108.9833,46.87,73,96,4.23,overcast clouds
627,Fresnillo,MX,23.1667,-102.8833,48.27,37,42,4.14,scattered clouds
628,Marquette,US,46.5333,-87.6335,36.84,95,100,8.1,snow
629,Boguchar,RU,49.9358,40.545,62.24,73,100,10.6,overcast clouds
630,Soc Trang,VN,9.6033,105.98,89.19,55,90,13.0,overcast clouds
631,Praia,CV,14.9215,-23.5087,77.54,57,20,6.91,few clouds
632,Belyy Yar,RU,53.6039,91.3903,53.49,37,0,4.47,clear sky
633,Biltine,TD,14.5333,20.9167,98.31,8,68,7.7,broken clouds
634,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.62,93,96,2.68,overcast clouds
635,Nouadhibou,MR,20.931,-17.0347,71.58,78,0,12.66,clear sky
636,Omsukchan,RU,62.5333,155.8,12.54,99,60,2.08,broken clouds
637,Mapastepec,MX,15.4333,-92.9,77.16,69,54,4.23,broken clouds
638,Boyolangu,ID,-8.1181,111.8935,79.12,88,49,4.65,scattered clouds
639,Biak,ID,-0.9131,122.8766,79.25,82,81,5.12,broken clouds
640,Terny,UA,50.9833,33.9833,41.52,88,100,14.58,overcast clouds
641,Dicabisagan,PH,17.0818,122.4157,81.93,82,28,4.79,scattered clouds
642,Saurimo,AO,-9.6608,20.3916,79.99,42,99,3.51,overcast clouds
643,Nouakchott,MR,18.0858,-15.9785,85.93,36,1,13.44,clear sky
644,Port Blair,IN,11.6667,92.75,86.54,68,91,6.42,overcast clouds
645,Saravena,CO,6.9538,-71.8752,72.07,97,100,1.81,overcast clouds
646,Waldkirch,DE,48.0959,7.9637,63.01,67,100,8.57,overcast clouds
647,Blackpool,GB,53.8167,-3.05,56.34,94,75,11.5,broken clouds
648,Dandong,CN,40.1292,124.3947,57.11,44,72,4.34,broken clouds
649,Bassano,CA,50.7834,-112.4685,42.03,51,22,11.81,few clouds
650,Awjilah,LY,29.1081,21.2869,77.74,17,0,2.66,clear sky
651,Hualmay,PE,-11.0964,-77.6139,72.82,85,95,10.02,overcast clouds
652,Shingu,JP,33.7333,135.9833,58.48,84,100,1.21,overcast clouds
653,Buraydah,SA,26.326,43.975,88.25,10,0,17.81,clear sky
654,Tacarigua,VE,10.0862,-67.9198,78.84,94,100,1.14,overcast clouds
655,Coahuayana,MX,18.7333,-103.6833,65.77,64,0,4.41,clear sky
656,Ravar,IR,31.2656,56.8055,84.7,15,41,5.79,scattered clouds
657,Hilchenbach,DE,50.9833,8.1,60.15,59,8,3.0,clear sky
658,Atasu,KZ,48.6814,71.6433,65.3,20,0,18.92,clear sky
659,Noumea,NC,-22.2763,166.4572,77.0,99,100,8.3,overcast clouds
660,Trinidad,BO,-14.8333,-64.9,75.67,92,96,3.69,overcast clouds
661,Narok,KE,-1.0783,35.8601,66.25,80,100,3.78,moderate rain
662,Shakhtinsk,KZ,49.71,72.5872,60.04,19,3,15.9,clear sky
663,Vila Velha,BR,-20.3297,-40.2925,71.94,99,75,0.0,broken clouds
664,Black River,JM,18.0264,-77.8487,76.68,80,93,5.77,overcast clouds
665,Batagay,RU,67.6333,134.6333,29.88,88,100,1.12,overcast clouds
666,Pingliang,CN,35.5392,106.6861,69.57,26,0,15.86,clear sky
667,Port Hedland,AU,-20.3167,118.5667,84.25,15,99,6.91,overcast clouds
668,Walvis Bay,NA,-22.9575,14.5053,63.55,77,0,4.61,clear sky
669,Aguimes,ES,27.9054,-15.4461,75.83,53,0,18.41,clear sky
670,Vao,NC,-22.6667,167.4833,74.88,68,100,9.6,overcast clouds
671,Pangnirtung,CA,66.1451,-65.7125,27.81,93,100,1.72,overcast clouds
672,Abbeville,FR,50.1,1.8333,64.49,62,99,9.91,overcast clouds
673,Sheregesh,RU,52.9209,87.9869,43.97,52,100,10.8,overcast clouds
674,Namwala,ZM,-15.7504,26.4384,83.25,22,94,6.17,overcast clouds
675,Orange Cove,US,36.6244,-119.3137,71.26,87,0,0.0,clear sky
676,Aykino,RU,62.2248,49.9922,36.25,94,100,5.46,overcast clouds
677,Nueva Concepcion,GT,14.2,-91.3,78.19,68,37,2.57,scattered clouds
678,Wajima,JP,37.4,136.9,57.88,82,40,17.27,scattered clouds
679,Acarau,BR,-2.8856,-40.12,76.57,91,13,8.08,few clouds
680,Espanola,US,35.9911,-106.0806,57.96,36,0,1.14,clear sky
681,Bereda,ES,43.2686,-7.5406,59.58,60,100,2.75,overcast clouds
682,Shujalpur,IN,23.4,76.7167,88.2,30,85,9.33,overcast clouds
683,Mangai,CD,-4.05,19.5333,75.52,79,97,3.24,overcast clouds
684,Ulaangom,MN,49.9811,92.0667,62.55,22,100,10.04,overcast clouds
685,Karakol,KG,42.4907,78.3936,60.91,37,66,9.62,broken clouds
686,Nanortalik,GL,60.1432,-45.2371,32.68,60,0,2.75,clear sky
687,Ewa Beach,US,21.3156,-158.0072,75.43,75,0,15.01,clear sky
688,Usinsk,RU,65.9939,57.5281,37.31,68,1,5.55,clear sky
689,Cumana,VE,10.4635,-64.1775,77.95,78,100,3.58,overcast clouds
690,Evensk,RU,61.95,159.2333,18.37,90,16,5.1,few clouds
691,Changli,CN,39.7042,119.1506,62.46,31,43,15.48,scattered clouds
692,Baherden,TM,38.4362,57.4316,96.4,9,0,13.15,clear sky
693,Norsup,VU,-16.0667,167.3833,80.96,82,6,9.26,clear sky
694,Monte Alegre De Minas,BR,-18.8706,-48.8808,64.06,89,0,4.21,clear sky
